,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,casualty_home_area_type,casualty_imd_decile,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,labels
279095,1.0,1,54,8,0,0,0,0,1,4,2,1,7,6,30,3,2,6,0,5,1,1,1,4,0,1,2,11.0
279221,1.0,1,37,7,0,0,0,0,1,9,2,1,4,3,20,3,2,3,0,5,1,1,1,1,0,2,2,16.0
279228,1.0,1,26,6,0,0,0,0,1,4,2,2,6,4,30,3,2,6,0,4,4,9,1,1,0,1,2,8.0
279229,1.0,1,34,6,0,0,0,0,1,10,2,2,6,4,30,3,2,6,0,4,4,9,1,1,0,1,2,8.0
279274,1.0,2,22,5,0,0,0,0,1,10,2,1,1,6,20,9,4,6,0,0,1,1,1,1,0,2,2,16.0
279275,1.0,1,19,4,0,0,0,0,1,7,2,1,6,3,50,3,2,6,0,0,4,1,1,1,0,2,2,16.0
279330,1.0,1,50,8,0,0,0,0,3,6,2,1,5,3,30,9,4,3,0,0,1,1,2,1,0,1,1,16.0
279368,1.0,1,25,5,0,0,0,0,1,1,1,1,1,6,30,3,2,6,0,5,1,1,1,5,0,1,2,20.0
279383,3.0,1,26,6,9,7,0,0,2,2,1,1,1,6,20,3,4,6,0,0,1,1,1,4,0,1,2,19.0
279507,1.0,2,75,10,0,0,0,0,1,9,2,2,7,3,40,6,2,6,0,4,1,1,1,1,0,1,2,16.0
279508,1.0,1,46,8,0,0,0,0,3,5,2,2,7,3,40,6,2,6,0,4,1,1,1,1,0,1,2,16.0
279540,1.0,1,55,8,0,0,0,0,1,5,2,1,2,4,20,3,2,4,0,5,1,1,1,1,0,1,2,16.0
279655,1.0,2,14,3,0,0,0,0,1,1,2,1,3,6,20,3,4,6,0,0,7,1,1,7,0,1,2,22.0
279683,1.0,2,38,7,0,0,0,0,2,5,2,3,6,6,30,3,4,3,0,0,1,1,1,2,0,1,2,17.0
279706,1.0,2,39,7,0,0,0,0,1,8,2,1,6,3,30,1,4,3,1,0,1,1,1,1,0,2,2,16.0
279825,1.0,1,15,3,0,0,0,0,1,1,2,1,5,3,30,3,2,6,0,5,1,1,1,1,0,1,2,16.0
279846,3.0,1,21,5,8,3,0,0,1,8,1,1,2,3,30,9,4,6,1,1,1,1,1,1,0,1,2,8.0
279861,1.0,1,36,7,0,0,0,0,1,3,2,1,3,6,20,3,2,6,0,1,4,1,1,1,0,1,2,16.0
279881,2.0,1,17,4,0,0,1,0,1,7,1,2,5,6,60,3,4,4,0,0,6,1,2,5,0,2,2,12.0
279882,2.0,2,17,4,0,0,2,0,1,8,1,2,5,6,60,3,4,4,0,0,6,1,2,5,0,2,2,12.0
279883,1.0,2,58,9,0,0,0,0,1,4,2,1,2,4,20,6,2,6,0,5,4,1,2,1,0,1,2,16.0
279903,1.0,2,34,6,0,0,0,0,1,5,2,1,3,6,30,3,2,6,0,0,1,9,1,1,0,1,2,16.0
279985,1.0,2,59,9,0,0,0,0,1,5,2,2,5,6,30,1,4,3,0,0,1,1,1,4,0,1,2,19.0
279986,2.0,2,27,6,0,0,1,0,1,5,2,2,5,6,30,1,4,3,0,0,1,1,1,4,0,1,2,19.0
279991,1.0,1,58,9,0,0,0,0,3,6,4,1,1,4,50,8,4,6,0,0,1,1,1,5,0,2,2,12.0
280002,1.0,1,16,4,0,0,0,0,1,3,2,1,4,3,40,1,2,3,0,0,1,1,1,4,0,1,2,19.0
280080,1.0,2,41,7,0,0,0,0,1,9,1,1,7,6,20,9,4,6,0,0,1,2,2,3,0,1,2,18.0
280097,2.0,2,32,6,0,0,1,0,1,5,2,1,2,4,30,9,4,4,2,4,1,1,1,4,0,1,2,19.0
280129,1.0,2,78,11,0,0,0,0,1,10,2,1,3,6,30,7,2,3,0,0,1,1,1,4,0,1,2,19.0
280345,1.0,1,19,4,0,0,0,0,1,3,2,1,5,3,30,7,2,3,0,0,4,1,1,4,0,1,2,19.0
280436,1.0,1,31,6,0,0,0,0,3,6,3,1,3,3,60,6,2,6,0,0,4,1,2,4,0,2,2,19.0
280480,3.0,2,55,8,9,5,0,0,3,6,1,1,4,6,30,6,4,6,0,0,1,1,2,1,0,2,2,8.0
280481,1.0,2,62,9,0,0,0,0,3,9,1,1,4,3,60,3,4,6,0,0,1,8,4,5,0,2,2,20.0
280486,1.0,1,35,6,0,0,0,0,1,5,1,1,2,3,70,1,4,1,0,0,1,1,2,4,0,2,1,19.0
280487,1.0,1,16,4,0,0,0,0,1,10,2,1,2,3,30,3,4,6,0,0,1,8,2,4,0,1,2,19.0
280492,2.0,2,42,7,0,0,2,0,1,5,2,3,1,6,60,6,4,6,0,0,1,1,2,3,0,2,2,18.0
280493,2.0,1,13,3,0,0,2,0,1,5,2,3,1,6,60,6,4,6,0,0,1,1,2,3,0,2,2,18.0
280494,1.0,1,53,8,0,0,0,0,3,8,2,3,1,6,60,6,4,6,0,0,1,1,2,3,0,2,2,18.0
280508,1.0,1,24,5,0,0,0,0,1,8,2,1,3,3,30,2,4,6,0,0,4,1,1,4,0,1,2,19.0
280553,1.0,2,54,8,0,0,0,0,2,10,2,1,6,3,30,2,4,6,0,0,4,1,1,4,0,1,2,19.0
280563,1.0,1,44,7,0,0,0,0,3,6,1,1,4,3,30,3,4,6,0,0,1,1,1,4,0,1,2,11.0
280626,1.0,2,35,6,0,0,0,0,2,9,3,2,2,3,40,3,4,4,0,0,1,1,2,7,0,2,2,22.0
280627,2.0,2,3,1,0,0,2,0,2,9,3,2,2,3,40,3,4,4,0,0,1,1,2,7,0,2,2,22.0
280630,1.0,2,32,6,0,0,0,0,1,2,2,2,2,6,30,3,4,6,0,4,1,1,1,4,0,1,2,19.0
280631,2.0,2,8,2,0,0,2,0,1,2,2,2,2,6,30,3,4,6,0,4,1,1,1,4,0,1,2,19.0
280650,1.0,1,18,4,0,0,0,0,1,10,2,2,6,3,40,1,2,3,0,0,1,1,1,1,0,2,2,16.0
280651,1.0,1,37,7,0,0,0,0,1,2,2,2,6,3,40,1,2,3,0,0,1,1,1,1,0,2,2,16.0
280738,1.0,2,50,8,0,0,0,0,1,8,2,1,1,3,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
280841,1.0,2,36,7,0,0,0,0,1,8,2,1,4,3,70,1,4,3,0,0,1,1,1,4,0,2,1,19.0
280846,3.0,1,10,2,5,9,0,0,1,8,1,1,6,6,30,3,4,6,0,1,1,1,1,4,0,1,2,19.0
280865,1.0,2,18,4,0,0,0,0,1,10,2,1,6,4,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
280884,1.0,1,27,6,0,0,0,0,2,10,2,2,3,4,60,6,4,6,0,0,1,1,1,4,0,2,2,19.0
280906,2.0,2,43,7,0,0,1,0,1,9,2,1,2,3,40,7,2,4,0,4,4,1,1,4,0,1,2,19.0
280910,1.0,1,25,5,0,0,0,0,3,7,2,1,4,3,30,3,3,6,0,0,1,1,1,4,0,2,2,19.0
280956,1.0,1,16,4,0,0,0,0,3,7,2,1,7,4,30,8,4,6,0,0,1,1,1,4,0,2,2,19.0
281024,1.0,1,25,5,0,0,0,0,1,6,1,1,4,6,60,3,4,6,0,0,1,1,2,7,0,2,2,14.0
281041,1.0,1,18,4,0,0,0,0,1,1,2,2,7,3,40,1,4,4,0,0,4,1,1,6,0,1,2,21.0
281042,1.0,1,18,4,0,0,0,0,1,10,2,2,7,3,40,1,4,4,0,0,4,1,1,6,0,1,2,21.0
281128,1.0,1,44,7,0,0,0,0,1,10,2,1,6,3,30,2,4,6,0,0,4,1,1,4,0,1,2,19.0
281182,1.0,2,66,10,0,0,0,0,1,6,1,1,3,4,50,3,4,6,0,0,1,1,1,7,0,2,2,22.0
281189,1.0,1,33,6,0,0,0,0,1,3,2,2,5,5,60,3,4,6,0,0,1,1,1,7,0,2,2,22.0
281190,1.0,1,58,9,0,0,0,0,2,9,2,2,5,5,60,3,4,6,0,0,1,1,1,7,0,2,2,22.0
281230,1.0,1,65,9,0,0,0,0,1,9,2,1,5,3,40,1,2,4,0,0,4,2,2,1,0,2,2,16.0
281337,1.0,1,43,7,0,0,0,0,1,3,2,1,3,3,30,1,4,6,0,0,1,1,1,4,2,1,2,19.0
281342,1.0,1,24,5,0,0,0,0,1,9,2,2,6,4,40,3,4,6,0,0,1,5,2,4,0,1,2,19.0
281343,1.0,1,20,4,0,0,0,0,1,5,2,2,6,4,40,3,4,6,0,0,1,5,2,4,0,1,2,19.0
281367,1.0,1,31,6,0,0,0,0,1,9,2,1,6,4,30,3,2,6,0,0,1,1,1,4,0,1,2,19.0
281369,1.0,2,29,6,0,0,0,0,1,5,2,1,3,4,30,1,4,4,0,0,1,1,1,1,0,1,2,16.0
281379,1.0,1,62,9,0,0,0,0,1,2,4,1,3,4,30,3,4,6,0,0,1,1,1,4,0,2,2,11.0
281396,1.0,1,33,6,0,0,0,0,1,3,2,2,7,6,30,3,4,4,0,0,4,1,1,4,0,1,2,19.0
281420,1.0,1,34,6,0,0,0,0,1,10,2,1,2,3,40,1,4,3,0,0,1,1,1,4,0,2,2,11.0
281505,1.0,2,44,7,0,0,0,0,3,7,2,1,5,4,30,6,4,6,0,1,1,1,1,4,0,1,2,19.0
281929,2.0,2,37,7,0,0,1,0,1,8,2,1,1,6,30,6,4,6,0,0,1,1,1,3,0,1,2,18.0
281986,1.0,2,49,8,0,0,0,0,1,5,3,3,4,3,60,5,4,4,0,0,6,2,2,4,0,2,1,19.0
281987,1.0,2,65,9,0,0,0,0,1,3,3,3,4,3,60,5,4,4,0,0,6,2,2,4,0,2,1,19.0
281988,2.0,2,63,9,0,0,1,0,1,2,3,3,4,3,60,5,4,4,0,0,6,2,2,4,0,2,1,19.0
282142,1.0,1,37,7,0,0,0,0,1,1,2,1,7,3,20,3,4,6,0,0,4,1,1,4,0,1,2,19.0
282155,1.0,1,18,4,0,0,0,0,1,5,1,1,1,3,20,1,4,5,0,1,1,2,2,5,0,1,2,20.0
282210,1.0,1,18,4,0,0,0,0,1,3,4,1,1,4,20,3,2,5,0,0,6,2,2,5,0,1,2,20.0
282216,3.0,1,36,7,10,9,0,0,1,2,1,1,2,3,30,99,9,6,9,9,4,9,1,9,9,1,2,23.0
282217,1.0,1,39,7,0,0,0,0,1,4,2,1,7,3,20,3,2,3,0,9,1,1,1,4,9,1,2,19.0
282241,3.0,1,36,7,10,9,0,0,1,2,1,1,2,6,30,99,9,6,0,9,1,9,9,9,9,1,2,23.0
282251,3.0,2,29,6,1,3,0,0,1,6,1,1,3,3,20,99,4,6,9,9,1,1,1,9,0,1,2,23.0
282257,1.0,1,30,6,0,0,0,0,1,2,2,1,3,3,30,3,4,6,9,9,1,9,9,9,9,1,2,23.0
282283,1.0,1,52,8,0,0,0,0,1,2,2,1,3,6,30,1,4,6,9,1,7,1,1,9,0,2,2,23.0
282289,1.0,1,43,7,0,0,0,0,3,6,2,1,5,3,30,1,4,3,9,9,1,1,1,9,0,1,2,23.0
282291,1.0,1,25,5,0,0,0,0,1,1,2,1,4,3,30,99,9,6,9,9,1,1,1,9,9,1,2,23.0
282296,1.0,1,32,6,0,0,0,0,1,2,2,1,5,3,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
282344,1.0,1,40,7,0,0,0,0,1,3,2,1,4,3,30,3,2,3,0,5,4,1,2,1,0,1,2,16.0
282346,1.0,2,62,9,0,0,0,0,2,10,2,1,2,3,40,99,9,6,9,9,4,1,1,9,0,1,2,15.0
282372,2.0,2,32,6,0,0,2,0,1,5,2,1,4,3,40,6,2,3,9,9,4,9,9,9,9,1,2,23.0
282394,1.0,2,20,4,0,0,0,0,1,4,2,1,7,3,30,5,4,5,0,9,1,2,2,9,6,1,2,23.0
282406,1.0,1,48,8,0,0,0,0,1,3,2,1,7,3,30,99,9,3,0,0,4,2,2,9,9,2,2,23.0
282411,1.0,1,32,6,0,0,0,0,1,4,2,1,7,3,30,99,9,3,0,8,4,1,2,9,9,1,2,23.0
282419,1.0,1,22,5,0,0,0,0,1,1,2,1,1,4,30,1,4,6,9,1,4,2,2,9,9,1,2,23.0
282442,1.0,1,27,6,0,0,0,0,1,2,2,1,1,6,20,99,9,6,0,9,1,1,1,5,9,1,2,20.0
282451,1.0,2,30,6,0,0,0,0,1,1,2,1,7,6,20,99,9,6,0,9,4,1,2,9,9,1,2,23.0
282459,1.0,1,35,6,0,0,0,0,1,1,2,1,6,6,20,99,9,6,9,9,4,1,1,9,9,1,2,23.0
282476,1.0,2,42,7,0,0,0,0,1,3,1,3,1,3,30,6,2,6,9,9,4,8,2,9,0,1,2,23.0
282482,1.0,1,19,4,0,0,0,0,1,4,2,1,1,3,30,99,9,6,9,9,7,9,9,9,9,1,2,23.0
282518,1.0,1,26,6,0,0,0,0,1,3,2,1,4,6,20,99,9,6,9,9,4,9,9,9,9,1,2,23.0
282528,1.0,1,16,4,0,0,0,0,1,1,2,1,3,3,30,99,9,6,9,5,4,1,1,9,9,1,2,23.0
282535,1.0,2,37,7,0,0,0,0,1,7,2,2,3,6,50,5,4,3,0,0,4,1,2,4,0,1,2,11.0
282536,1.0,1,49,8,0,0,0,0,1,8,2,2,3,6,50,5,4,3,0,0,4,1,2,4,0,1,2,11.0
282540,1.0,2,31,6,0,0,0,0,1,1,2,1,3,3,20,3,4,6,9,9,7,1,1,9,0,1,2,23.0
282565,1.0,1,31,6,0,0,0,0,1,6,2,1,3,3,20,9,9,3,9,9,4,2,2,9,9,1,2,23.0
282572,1.0,1,27,6,0,0,0,0,1,4,2,1,2,5,20,6,4,5,9,9,1,1,2,9,9,1,2,23.0
282584,1.0,1,30,6,0,0,0,0,1,3,2,1,4,3,30,99,9,6,9,9,1,8,2,5,9,1,2,20.0
282640,3.0,1,31,6,9,9,0,0,1,7,1,1,5,5,30,99,9,6,0,0,1,1,1,4,2,1,2,19.0
282669,3.0,2,17,4,9,9,0,0,1,1,1,1,4,3,30,99,9,6,9,9,5,1,2,9,9,1,2,23.0
282672,1.0,1,27,6,0,0,0,0,1,5,1,1,5,3,40,1,4,3,0,0,4,1,1,5,0,1,2,20.0
282676,1.0,1,21,5,0,0,0,0,1,3,2,1,5,6,20,99,9,3,9,9,1,1,1,9,9,1,2,23.0
282703,1.0,2,32,6,0,0,0,0,1,2,2,1,5,3,20,6,2,4,9,9,1,1,2,9,0,1,2,23.0
282726,3.0,2,24,5,4,2,0,0,1,2,1,1,5,3,20,99,9,6,0,1,4,1,1,4,0,1,2,19.0
282737,1.0,1,49,8,0,0,0,0,2,8,2,1,6,6,30,8,9,6,9,9,1,9,9,9,9,1,2,23.0
282759,3.0,1,42,7,1,9,0,0,1,3,1,1,5,3,20,3,2,5,0,5,1,1,1,4,0,1,2,19.0
282761,1.0,1,28,6,0,0,0,0,1,3,2,1,6,3,30,6,2,3,9,5,4,1,1,3,0,1,2,18.0
282764,1.0,1,22,5,0,0,0,0,1,2,2,1,6,3,30,6,2,3,9,8,7,9,9,9,9,1,2,23.0
282790,1.0,1,25,5,0,0,0,0,1,1,1,1,6,3,30,99,2,6,9,0,1,8,1,9,0,1,2,23.0
282821,1.0,2,48,8,0,0,0,0,1,6,2,1,5,3,30,3,4,6,0,8,4,7,4,9,0,1,2,15.0
282827,2.0,2,72,10,0,0,1,0,1,2,4,3,1,5,20,3,4,6,0,0,4,1,2,4,2,1,2,19.0
282828,2.0,2,56,9,0,0,2,0,1,2,4,3,1,5,20,3,4,6,0,0,4,1,2,4,2,1,2,19.0
282831,1.0,1,54,8,0,0,0,0,1,4,2,1,1,6,20,99,9,6,9,9,4,1,1,9,9,1,2,23.0
282839,1.0,2,39,7,0,0,0,0,1,7,2,1,7,3,20,3,3,6,0,0,4,1,1,9,0,1,2,23.0
282874,1.0,1,28,6,0,0,0,0,1,3,2,1,2,6,20,9,9,6,9,9,1,1,2,9,9,1,2,23.0
282876,1.0,2,36,7,0,0,0,0,1,2,2,1,2,4,30,3,4,6,9,1,1,1,1,9,0,1,2,23.0
282877,1.0,1,36,7,0,0,0,0,1,1,2,1,5,6,20,99,1,6,9,9,7,1,9,9,0,1,2,23.0
282886,1.0,1,49,8,0,0,0,0,1,6,2,1,2,5,20,1,4,5,0,9,4,1,2,9,9,1,2,23.0
282909,1.0,1,20,4,0,0,0,0,1,5,2,1,3,3,30,3,4,6,0,0,1,8,1,4,0,1,2,11.0
282919,1.0,1,18,4,0,0,0,0,1,1,1,3,3,6,30,6,2,6,0,5,4,1,2,9,0,2,2,23.0
282922,1.0,1,40,7,0,0,0,0,1,4,1,1,3,3,20,6,2,6,9,5,1,1,4,4,0,1,2,19.0
282927,1.0,2,29,6,0,0,0,0,1,6,2,1,3,4,30,3,4,6,9,1,1,1,2,9,0,1,2,23.0
282928,1.0,1,33,6,0,0,0,0,1,2,2,1,1,4,30,3,4,6,0,9,4,8,4,9,9,1,2,23.0
282941,1.0,1,56,9,0,0,0,0,1,8,2,1,3,3,50,6,2,5,0,5,4,1,2,2,0,1,2,17.0
282943,1.0,1,56,9,0,0,0,0,1,3,2,1,3,3,20,3,2,6,9,4,4,8,4,9,9,1,2,23.0
282947,3.0,1,27,6,1,1,0,0,1,3,1,1,3,3,20,6,2,6,0,4,4,1,9,2,0,1,2,17.0
282956,1.0,2,37,7,0,0,0,0,1,3,1,2,3,6,20,2,4,6,0,8,4,4,1,4,0,1,2,19.0
282957,2.0,2,9,2,0,0,2,0,1,3,1,2,3,6,20,2,4,6,0,8,4,4,1,4,0,1,2,19.0
282966,1.0,1,30,6,0,0,0,0,1,3,2,1,1,3,20,6,2,3,0,5,4,1,1,5,0,1,2,12.0
282969,1.0,1,43,7,0,0,0,0,1,3,1,1,1,5,30,3,4,6,9,8,6,7,4,9,9,1,2,23.0
282970,1.0,1,21,5,0,0,0,0,1,3,2,1,2,3,30,99,9,5,9,9,7,9,9,9,9,1,2,23.0
282971,1.0,1,19,4,0,0,0,0,1,1,2,1,3,3,20,3,4,6,9,4,1,8,1,9,0,1,2,23.0
282977,1.0,1,26,6,0,0,0,0,1,3,1,1,6,3,30,3,4,6,9,9,1,9,9,9,9,1,2,23.0
282979,1.0,1,54,8,0,0,0,0,1,3,1,1,3,5,20,6,2,6,0,5,5,5,2,9,9,1,2,23.0
282982,3.0,2,24,5,1,1,0,0,1,1,1,1,4,4,20,99,9,6,0,4,1,1,9,9,0,1,2,23.0
283033,1.0,1,36,7,0,0,0,0,1,1,2,1,5,6,20,99,9,5,9,9,1,1,1,9,9,1,2,23.0
283068,1.0,1,23,5,0,0,0,0,1,2,2,1,4,3,30,6,2,3,0,5,7,1,1,1,0,1,2,16.0
283069,1.0,1,37,7,0,0,0,0,1,3,2,1,5,3,30,3,4,6,0,4,1,1,2,9,0,1,2,23.0
283086,1.0,1,34,6,0,0,0,0,1,5,2,1,6,3,20,3,2,6,0,0,1,1,1,1,0,1,2,16.0
283088,1.0,1,30,6,0,0,0,0,1,2,2,1,4,3,20,8,9,6,9,9,1,9,9,9,9,1,2,23.0
283091,1.0,1,34,6,0,0,0,0,1,4,2,1,5,3,20,99,9,6,9,9,4,9,9,9,9,1,2,23.0
283092,3.0,1,34,6,1,3,0,0,1,8,1,1,5,5,20,3,4,6,0,5,1,1,1,9,0,1,2,15.0
283094,1.0,1,44,7,0,0,0,0,1,2,2,1,3,6,20,99,9,3,1,1,1,1,1,1,3,1,2,16.0
283100,1.0,1,32,6,0,0,0,0,1,3,2,1,4,3,30,6,2,4,0,9,4,1,1,9,0,1,2,15.0
283122,1.0,1,40,7,0,0,0,0,1,4,2,1,6,3,30,7,2,3,0,5,4,1,1,4,0,1,2,19.0
283123,1.0,1,25,5,0,0,0,0,1,6,2,1,6,3,60,3,2,4,9,9,4,9,9,9,9,1,2,23.0
283134,1.0,1,45,7,0,0,0,0,1,6,3,1,7,3,30,3,2,3,0,5,4,1,2,1,0,1,2,16.0
283136,1.0,1,32,6,0,0,0,0,1,8,2,1,6,3,20,3,4,6,9,9,1,9,9,9,9,1,2,23.0
283155,1.0,1,28,6,0,0,0,0,1,5,2,1,7,3,30,7,2,3,0,9,1,1,1,9,9,1,2,23.0
283156,1.0,1,22,5,0,0,0,0,1,3,2,1,6,3,20,3,4,6,9,9,4,1,9,9,9,1,2,23.0
283213,1.0,2,30,6,0,0,0,0,3,10,2,1,1,3,30,3,4,6,0,0,4,1,1,4,0,1,2,19.0
283217,1.0,1,23,5,0,0,0,0,1,5,2,1,7,5,20,3,4,6,0,9,1,8,1,9,9,1,2,23.0
283235,1.0,1,31,6,0,0,0,0,1,2,2,1,1,6,20,6,4,6,9,9,1,1,1,9,9,1,2,23.0
283242,1.0,1,40,7,0,0,0,0,1,2,2,1,1,3,20,6,2,3,9,4,4,1,1,9,0,1,2,23.0
283255,1.0,1,28,6,0,0,0,0,1,3,2,1,1,3,20,6,4,6,9,9,1,1,1,9,0,1,2,23.0
283270,1.0,1,54,8,0,0,0,0,1,4,2,1,2,3,20,99,2,3,9,5,4,1,9,9,9,1,2,23.0
283282,1.0,1,39,7,0,0,0,0,1,5,2,1,1,3,20,99,2,6,9,9,4,9,9,9,9,1,2,23.0
283288,1.0,2,26,6,0,0,0,0,1,6,2,1,3,4,20,6,2,6,0,8,4,8,1,1,0,1,2,16.0
283298,1.0,2,63,9,0,0,0,0,1,3,2,1,3,3,20,3,4,3,9,9,7,9,9,9,9,1,2,23.0
283326,1.0,1,33,6,0,0,0,0,1,7,2,1,4,3,20,7,2,3,9,5,4,1,1,9,0,1,2,23.0
283330,1.0,2,58,9,0,0,0,0,1,6,2,1,3,3,40,3,4,6,9,9,1,1,1,9,0,1,2,23.0
283347,3.0,1,59,9,8,3,0,0,1,2,1,1,4,5,30,7,4,5,0,0,1,9,9,9,9,1,2,23.0
283384,2.0,2,8,2,0,0,0,0,1,3,2,1,5,5,20,3,4,6,9,9,1,1,1,9,0,1,2,23.0
283385,3.0,1,27,6,5,1,0,0,1,4,1,1,4,3,20,7,4,5,0,9,1,1,1,3,0,1,2,18.0
283403,1.0,1,24,5,0,0,0,0,1,1,2,1,6,3,20,3,2,6,9,9,4,9,9,9,0,1,2,23.0
283407,1.0,1,31,6,0,0,0,0,1,1,2,1,2,6,20,6,4,6,9,9,1,1,1,9,9,1,2,23.0
283421,1.0,1,41,7,0,0,0,0,1,1,2,4,5,3,20,1,4,6,0,4,1,1,1,9,0,1,2,23.0
283425,1.0,1,19,4,0,0,0,0,1,3,2,1,5,3,20,3,2,3,0,5,4,1,1,9,0,1,2,15.0
283434,1.0,1,28,6,0,0,0,0,1,3,2,1,5,3,30,99,9,6,9,9,7,9,9,9,9,2,2,23.0
283500,1.0,1,17,4,0,0,0,0,1,1,1,1,6,3,30,9,2,6,0,0,4,1,1,4,2,1,2,19.0
283501,1.0,1,59,9,0,0,0,0,1,5,2,1,6,3,20,3,2,3,9,5,4,1,2,9,0,1,2,23.0
283513,1.0,1,38,7,0,0,0,0,1,2,2,1,7,5,30,2,2,6,0,9,1,1,1,9,0,1,2,23.0
283524,1.0,2,32,6,0,0,0,0,1,3,2,2,6,3,30,99,9,5,9,1,1,8,1,4,0,1,2,19.0
283526,1.0,1,21,5,0,0,0,0,1,5,2,1,6,5,20,3,4,6,9,9,1,9,9,9,9,1,2,23.0
283527,3.0,1,62,9,9,9,0,0,1,5,4,1,7,6,20,9,4,6,0,0,1,1,1,4,0,1,2,19.0
283531,1.0,1,41,7,0,0,0,0,1,3,2,1,7,3,30,99,9,6,9,9,1,1,1,9,0,1,2,23.0
283575,1.0,1,32,6,0,0,0,0,1,3,2,1,1,3,20,6,2,3,0,5,4,1,1,4,0,1,2,19.0
283577,3.0,2,15,3,6,9,0,0,1,7,1,1,6,3,30,99,9,3,9,9,1,9,9,9,0,1,2,23.0
283579,3.0,2,29,6,6,9,0,0,1,8,2,1,6,6,20,99,9,6,0,0,1,8,1,9,0,1,2,23.0
283581,1.0,2,41,7,0,0,0,0,1,4,3,1,7,3,20,9,2,6,9,5,1,1,1,9,9,1,2,23.0
283586,1.0,2,44,7,0,0,0,0,1,3,2,1,7,3,30,6,2,6,0,0,4,9,9,7,0,1,2,22.0
283630,2.0,2,32,6,0,0,0,9,1,5,1,1,4,3,30,99,9,6,9,9,1,9,9,9,0,1,2,23.0
283632,1.0,1,48,8,0,0,0,0,1,3,2,1,4,6,30,99,9,6,0,9,1,1,1,9,0,1,2,23.0
283648,1.0,1,28,6,0,0,0,0,1,3,2,1,7,3,20,9,2,3,0,5,4,1,1,9,9,1,2,23.0
283651,1.0,2,29,6,0,0,0,0,1,7,2,1,2,3,30,9,2,6,0,0,1,1,1,4,0,1,2,19.0
283656,1.0,1,18,4,0,0,0,0,1,2,2,1,2,3,40,1,4,3,0,5,1,4,1,9,9,1,2,23.0
283659,1.0,1,25,5,0,0,0,0,1,4,1,1,1,6,20,3,4,6,9,7,1,8,9,9,0,1,2,23.0
283665,1.0,1,31,6,0,0,0,0,1,1,2,2,7,5,20,3,4,6,9,9,4,1,1,9,9,1,2,23.0
283677,1.0,1,38,7,0,0,0,0,1,4,2,1,2,5,30,1,4,5,0,0,6,1,1,9,0,1,2,23.0
283679,1.0,1,51,8,0,0,0,0,1,1,1,1,5,3,20,3,4,3,0,0,1,1,1,6,2,1,2,21.0
283695,1.0,1,53,8,0,0,0,0,1,5,2,1,2,3,20,6,2,3,9,0,4,9,1,9,9,1,2,23.0
283718,2.0,1,33,6,0,0,1,0,1,2,2,1,3,5,20,3,4,6,9,9,7,9,9,9,9,1,2,23.0
283728,1.0,1,37,7,0,0,0,0,1,3,2,1,3,3,20,99,9,6,9,0,4,1,1,9,9,1,2,23.0
283760,1.0,1,26,6,0,0,0,0,1,4,2,1,2,6,20,3,4,6,9,9,4,1,1,9,0,1,2,23.0
283768,1.0,1,30,6,0,0,0,0,1,5,2,1,4,5,20,6,4,6,0,0,1,1,9,9,9,1,2,23.0
283769,1.0,1,20,4,0,0,0,0,1,3,2,1,4,3,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
283771,1.0,1,36,7,0,0,0,0,1,8,2,1,4,6,20,3,4,6,9,9,4,9,9,9,0,1,2,23.0
283779,1.0,1,53,8,0,0,0,0,1,2,2,1,5,3,30,7,2,3,9,0,4,1,1,9,9,1,2,23.0
283796,1.0,1,37,7,0,0,0,0,1,4,1,1,6,3,30,3,2,5,9,4,1,1,1,9,0,1,2,23.0
283822,1.0,2,44,7,0,0,0,0,1,6,2,1,3,3,30,3,4,6,0,1,1,1,1,9,9,1,2,23.0
283874,1.0,1,25,5,0,0,0,0,1,2,2,1,6,6,30,3,2,6,9,1,4,1,1,9,0,1,2,23.0
283880,1.0,1,28,6,0,0,0,0,1,5,2,2,7,3,30,9,2,6,0,0,4,8,1,3,0,1,2,18.0
283881,1.0,1,55,8,0,0,0,0,1,5,2,2,7,3,30,9,2,6,0,0,4,8,1,3,0,1,2,18.0
283886,1.0,1,42,7,0,0,0,0,1,2,2,1,6,3,20,3,2,5,9,5,1,2,2,9,0,1,2,15.0
283912,1.0,1,46,8,0,0,0,0,1,2,2,1,6,5,40,6,4,6,9,9,1,9,9,9,9,1,2,23.0
283923,1.0,1,29,6,0,0,0,0,1,3,2,1,7,3,30,6,4,6,0,0,4,8,1,9,0,1,2,23.0
283965,1.0,1,53,8,0,0,0,0,1,2,3,2,1,3,30,9,2,4,1,5,1,1,1,9,0,1,2,23.0
283975,1.0,2,45,7,0,0,0,0,1,2,2,1,1,3,20,99,2,6,9,9,1,1,1,9,0,1,2,23.0
